task_id,instances_num,task_type,job_id,status,start_time,end_time,cpu,memory,duration,disk,submit_time
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,29,j_387,6,Terminated,605524,605645,30,0.05,121,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_387,6,Terminated,605524,605649,5,0.03,125,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_387,6,Terminated,605524,605533,10,0.05,9,0,0
M1,156,j_389,1,Terminated,366385,366422,100,0.49,37,0,0
R2_1,1,j_389,1,Terminated,366423,366517,100,0.39,94,0,0
M1,1,j_394,1,Terminated,269118,269121,50,0.2,3,0,0
R2_1,1,j_394,1,Terminated,269118,269125,50,0.2,7,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_396,6,Terminated,422043,422076,10,0.05,33,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_396,6,Terminated,422043,422079,30,0.05,36,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_396,6,Terminated,422043,422716,5,0.03,673,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_401,6,Terminated,364242,364493,5,0.03,251,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_401,6,Terminated,364242,364276,30,0.05,34,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_401,6,Terminated,364242,364245,10,0.05,3,0,0
M1,1,j_416,1,Terminated,173722,173724,50,0.3,2,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_423,6,Terminated,628125,628166,30,0.05,41,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_423,6,Terminated,628125,628130,10,0.05,5,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_423,6,Terminated,628125,628177,5,0.03,52,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,22,j_427,6,Terminated,518408,518846,30,0.05,438,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_427,6,Terminated,518408,518797,10,0.05,389,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_427,6,Terminated,518408,518849,5,0.03,441,0,0
M1,1,j_428,1,Terminated,419680,419680,100,0.2,0,0,0
R2_1,1,j_430,1,Terminated,158895,158897,100,0.39,2,0,0
M1,1,j_430,1,Terminated,158895,158896,100,0.3,1,0,0
M3_2,161,j_430,1,Terminated,158895,158898,100,0.2,3,0,0
MergeTask,1,j_432,1,Terminated,204044,204049,100,0.1,5,0,0
R4_3,21,j_440,1,Terminated,481781,482264,50,0.39,483,0,0
M1,1,j_440,1,Terminated,481781,481784,50,0.2,3,0,0
R2_1,1,j_440,1,Terminated,481781,482156,50,0.2,375,0,0
M3_2,55,j_440,1,Terminated,481781,482171,50,0.39,390,0,0
M1,13,j_447,1,Terminated,176894,176895,100,0.3,1,0,0
R3_2,1,j_447,1,Terminated,176894,176898,100,0.39,4,0,0
R2_1,1,j_447,1,Terminated,176894,176897,100,0.69,3,0,0
M1,18,j_448,1,Terminated,353794,353799,100,0.3,5,0,0
R2_1,7,j_448,1,Terminated,353794,353800,100,0.39,6,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_449,6,Terminated,321909,322017,30,0.05,108,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_449,6,Terminated,321909,322022,5,0.03,113,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_449,6,Terminated,321909,321914,10,0.05,5,0,0
M1,1,j_450,1,Terminated,417288,417288,100,0.2,0,0,0
MergeTask,6,j_451,1,Terminated,396448,396456,100,0.1,8,0,0
M1,1,j_459,1,Terminated,513963,513967,50,0.2,4,0,0
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,6,j_460,10,Terminated,646999,647823,75,0.1,824,0,0
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1,j_467,10,Terminated,583780,583848,75,0.1,68,0,0
R7_6,1,j_469,1,Terminated,129224,129227,100,0.39,3,0,0
M5_2_4,35,j_469,1,Terminated,129224,129227,100,0.3,3,0,0
M3,1,j_469,1,Terminated,129224,129224,100,0.3,0,0,0
R6_5,35,j_469,1,Terminated,129224,129227,100,0.49,3,0,0
R4_3,1,j_469,1,Terminated,129224,129224,100,0.39,0,0,0
M1,1,j_469,1,Terminated,129224,129224,100,0.3,0,0,0
R2_1,1,j_469,1,Terminated,129224,129224,100,0.39,0,0,0
R2_1,5,j_470,1,Terminated,358866,358877,50,0.2,11,0,0
M1,4,j_470,1,Terminated,358866,358876,50,0.2,10,0,0
MergeTask,1,j_472,1,Terminated,182265,182268,100,0.1,3,0,0
R2_1,1,j_475,1,Terminated,582045,582051,50,0.2,6,0,0
M1,1,j_475,1,Terminated,582045,582048,50,0.2,3,0,0
MergeTask,1,j_479,1,Terminated,149666,149669,100,0.1,3,0,0
M1,1,j_481,1,Terminated,444363,444381,100,0.2,18,0,0
R2_1,3,j_482,1,Terminated,250186,250202,50,0.3,16,0,0
M1,39,j_482,1,Terminated,250186,250196,50,0.59,10,0,0
M1,6,j_483,1,Terminated,150501,150545,50,0.2,44,0,0
R2_1,1,j_483,1,Terminated,150501,150547,50,0.2,46,0,0
M1,4,j_487,1,Terminated,106801,106809,50,0.39,8,0,0
R2_1,1,j_488,1,Terminated,88932,88933,100,0.39,1,0,0
M1,1,j_488,1,Terminated,88932,88933,100,0.3,1,0,0
M1,1,j_490,1,Terminated,418994,418995,100,0.2,1,0,0
M1,1,j_491,1,Terminated,418613,418613,100,0.2,0,0,0
R3_2,1,j_494,1,Terminated,644843,644848,100,0.39,5,0,0
R2_1,1,j_494,1,Terminated,644838,644842,100,0.49,4,0,0
M1,7,j_494,1,Terminated,644825,644838,100,0.49,13,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_497,6,Terminated,543830,544186,5,0.03,356,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_497,6,Terminated,543830,543833,10,0.05,3,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_497,6,Terminated,543829,543847,30,0.05,18,0,0
R2_1,1,j_498,1,Terminated,127147,127166,50,0.2,19,0,0
M1,11,j_498,1,Terminated,127147,127159,50,0.59,12,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_499,6,Terminated,330953,331129,5,0.03,176,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,112,j_499,6,Terminated,330953,331124,30,0.05,171,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_499,6,Terminated,330953,330960,10,0.05,7,0,0
R4_3,1,j_504,1,Terminated,305174,305180,100,0.39,6,0,0
J3_1_2,9,j_504,1,Terminated,305174,305180,100,0.59,6,0,0
M1,5,j_504,1,Terminated,305174,305177,100,0.3,3,0,0
M2,3,j_504,1,Terminated,305174,305179,100,0.3,5,0,0
M1,8,j_505,1,Terminated,480793,480976,50,0.39,183,0,0
M3_2,1,j_506,1,Terminated,160913,160987,100,0.25,74,0,0
M1,1,j_506,1,Terminated,160906,160909,100,0.3,3,0,0
R2_1,1,j_506,1,Terminated,160910,160912,100,0.39,2,0,0
M1,1,j_512,1,Terminated,359077,359079,100,0.2,2,0,0
M1,847,j_514,1,Terminated,623181,623416,50,0.39,235,0,0
M2,175,j_516,1,Terminated,196334,196378,50,0.39,44,0,0
M1,175,j_516,1,Terminated,196334,196386,50,0.39,52,0,0
J3_1_2,263,j_516,1,Terminated,196334,196424,50,0.39,90,0,0
R4_3,1,j_518,1,Terminated,542950,542993,50,0.2,43,0,0
M3_2,1,j_518,1,Terminated,542950,542982,50,0.2,32,0,0
R5_4,1,j_518,1,Terminated,542950,543000,50,0.2,50,0,0
M1,1,j_518,1,Terminated,542950,542961,50,0.2,11,0,0
R2_1,1,j_518,1,Terminated,542950,542972,50,0.2,22,0,0
M6_5,39,j_518,1,Terminated,542950,543026,50,0.2,76,0,0
M1,351,j_523,1,Terminated,377745,377749,100,0.2,4,0,0
M1,1,j_528,1,Terminated,444659,444662,100,0.2,3,0,0
M1,1,j_534,1,Terminated,93349,93350,100,0.2,1,0,0
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,23,j_537,10,Terminated,220433,220485,100,0.1,52,0,0
R4_3,1,j_541,1,Terminated,677951,677973,50,0.15,22,0,0
M3_2,341,j_541,1,Terminated,677951,677971,50,0.3,20,0,0
M1,1,j_541,1,Terminated,677951,677953,50,0.15,2,0,0
R2_1,1,j_541,1,Terminated,677951,677954,50,0.15,3,0,0
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1,j_545,6,Terminated,386291,386326,5,0.03,35,0,0
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1,j_545,6,Terminated,386291,386323,30,0.05,32,0,0
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1,j_545,6,Terminated,386291,386297,10,0.05,6,0,0
task_MzkwNjI2MTQ2NTgxODQzNDc5Mw==,1,j_546,11,Terminated,107894,107905,100,0.19,11,0,0
M1,1,j_550,1,Terminated,444920,444921,100,0.2,1,0,0
M1,1,j_553,1,Terminated,416592,416593,100,0.2,1,0,0
R2_1,1,j_555,1,Terminated,483021,483022,50,0.2,1,0,0
M1,48,j_555,1,Terminated,483021,483022,50,0.2,1,0,0
R3_2,1,j_555,1,Terminated,483021,483022,50,0.2,1,0,0
M1,1,j_557,1,Terminated,668872,668878,100,0.3,6,0,0
R4_3,1,j_557,1,Terminated,668872,668872,100,0.39,0,0,0
M3,1,j_557,1,Terminated,668872,668872,100,0.3,0,0,0
J6_1_2_5,141,j_557,1,Terminated,668872,668889,100,0.49,17,0,0
M5_4,19,j_557,1,Terminated,668872,668877,100,0.3,5,0,0
M2,120,j_557,1,Terminated,668872,668888,100,0.3,16,0,0
M1,1,j_559,1,Terminated,476581,476581,50,0.2,0,0,0
M1,1,j_565,1,Terminated,366699,368553,50,0.39,1854,0,0
M1,1,j_569,1,Terminated,616848,616848,100,0.3,0,0,0
M3_2,1,j_569,1,Terminated,616848,616854,100,0.25,6,0,0
R2_1,1,j_569,1,Terminated,616848,616848,100,0.39,0,0,0
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1,j_570,10,Failed,251563,251566,100,0.1,3,0,0
M1,1,j_577,1,Terminated,541386,541389,100,0.2,3,0,0
R3_2,1,j_582,1,Terminated,247458,247461,100,0.49,3,0,0
R2_1,1,j_582,1,Terminated,247454,247458,100,0.49,4,0,0
R6_5,3,j_582,1,Terminated,247562,247582,100,0.49,20,0,0
R4_3,1,j_582,1,Terminated,247461,247464,100,0.39,3,0,0
M5_4,3,j_582,1,Terminated,247465,247561,100,0.3,96,0,0
M1,1,j_582,1,Terminated,247451,247454,100,0.3,3,0,0
R7_6,2,j_582,1,Terminated,247583,247628,100,0.39,45,0,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
