,job_no,task_no,task_inst_num_mean,task_inst_cpu_mean,task_inst_cpu_std,task_memory_mean,task_memory_std,task_inst_duration_mean,task_inst_duration_std,random_tictoc,random_avg_makespans,makespan-random_env_now,random_global_step,random_avg_completions,random_avg_slowdowns,first_fit_tictoc,first_fit_avg_makespans,makespan-ff_env_now,first_fit_global_step,first_fit_avg_completions,first_fit_avg_slowdowns,tetris_tictoc,tetris_avg_makespans,makespan-tetris_env_now,tetris_global_step,tetris_avg_completions,tetris_avg_slowdowns
0,10,93,45.376344086021504,0.5264810426540284,0.10018140357202873,0.009175121384696406,0.002757219144923028,74.68815165876777,45.40343044250821,0.6943662166595459,641,641,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",138.22889986147553,3.1337322343504233,0.8324398994445801,680,680,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",62.05685685072286,1.4292964198242561,1.2825927734375,689,689,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",85.23965254964759,1.975667948996756
1,10,78,34.37179487179487,0.6578515479298769,0.2226348816603532,0.008796265101353104,0.004304789549143287,46.3834390152928,41.09469394877625,0.23085308074951172,374,374,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",62.34166749273724,2.6749985805756644,0.2807598114013672,413,413,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",34.957052108121836,1.3215096072625347,0.7889518737792969,410,410,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",34.957052108121836,1.210906319408385
2,10,64,77.796875,0.5017272544687688,0.012355983883616587,0.010686395557741967,0.00328404158023111,97.05422775657763,68.90151911919476,0.5851016044616699,1118,1118,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",162.3287435855892,6.324887821038156,0.5673999786376953,1124,1124,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",67.14124358558915,2.5635752238079097,1.3029797077178955,1099,1099,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",138.51624358558917,17.112338936092193
3,10,57,71.63157894736842,0.5630663727651237,0.16599945484492504,0.008614705122886932,0.0036114448255751,86.61278471711977,41.64435412933453,0.3798799514770508,756,756,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",178.67843971254965,9.678068786404893,0.3955268859863281,781,781,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",80.5380888353567,2.1159200090662855,1.7913479804992676,799,799,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",112.90650988798826,7.448470811099165
4,10,58,94.63793103448276,0.6404627436691565,0.22472558705121023,0.006932868096398275,0.0031820857733362742,75.03263609671775,95.0472167355359,0.7181878089904785,1065,1065,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",97.57081912577507,7.142808884400513,0.5728709697723389,1110,1110,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",69.53633636715442,1.5793437931716914,1.8960750102996826,1342,1342,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",88.08806050508541,3.2795040911788127
5,10,35,93.51428571428572,0.6119767797128017,0.20844565397616602,0.010119269354352424,0.004397479729181859,108.47435993375676,156.02777642969738,0.37575578689575195,942,942,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",160.20232709694486,4.032462424750408,0.3036508560180664,867,867,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",101.20232709694484,3.014254056588654,0.7745110988616943,950,950,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",115.91661281123056,2.128187342944098
6,10,58,24.379310344827587,0.5986562942008486,0.19898513189426975,0.012424629389733608,0.004564011560929493,75.52121640735503,57.835997177803954,0.08432674407958984,295,295,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",28.541672607773375,1.3098160253363318,0.08735203742980957,351,351,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",29.38650019398027,1.4161790948864375,0.3410649299621582,393,393,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",30.869258814669926,1.653339690815131
7,10,67,47.507462686567166,0.6613257932767829,0.17805208897342778,0.00965740922381157,0.003133842303618469,84.51586553565818,55.37890897471426,0.4142169952392578,597,597,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",90.33695197341054,2.5566978526798003,0.3046231269836426,593,593,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",53.79963854057472,1.2545237640701439,0.9304819107055664,630,630,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",65.96381764505233,1.3591531596762654
8,10,42,53.11904761904762,0.6588973554459884,0.19452488694892198,0.011056098555401116,0.0039973186604342695,120.69161810847153,96.40131724001964,0.20974087715148926,760,760,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",166.91719907222847,3.083666714580385,0.26715087890625,760,760,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",82.48862764365703,1.427070984035108,0.7096452713012695,800,800,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",89.08386573889511,1.3389127997447374
9,10,76,49.55263157894737,0.6373207647371215,0.09059909547537034,0.010516240638532412,0.003876320701248129,142.29553903345726,156.88701786523325,0.5971322059631348,1631,1631,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",163.23702488550242,6.865103656430832,0.5574100017547607,1415,1415,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",66.34228804339709,4.705425155043731,0.9846339225769043,1452,1452,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=9720>",115.7764985697129,2.8382861371468606
