,RAC_avg_makespans,RAC_avg_completions,RAC_avg_slowdowns
0,684.1583333333332,106.4436106851645,8.542555833102973
1,733.0166666666668,156.5794089082237,5.755102507116994
2,483.6916666666666,145.03461058657211,1.543527569516725
3,625.1916666666667,215.03489749991127,3.3389680682760305
4,865.4166666666666,144.95199955192533,1.7020120517533954
5,604.0916666666666,81.57676687456186,1.2002562746738272
6,585.6333333333334,88.16434749597299,2.3245549479966394
7,296.0,49.84897516328026,2.1846308045255007
8,756.7916666666667,71.68369787447386,1.2490663530606592
9,624.6499999999999,118.15835345717592,2.605454240706016
10,1820.2916666666665,92.51500934908036,1.5889272619634682
11,267.0,63.83060975306768,1.6012565239767618
12,738.2416666666668,85.95127057668861,4.382532232004021
13,976.5166666666667,224.67474770849176,4.309634505015984
14,361.5916666666667,72.14983675772626,3.559726825129085
15,888.0166666666667,84.97097980476772,1.9738251707687642
16,103.625,24.277227366838478,1.8624967198126012
17,581.6833333333334,81.9163885133682,7.8362394575909935
18,1741.9000000000003,193.50647080948585,12.01585321053788
19,1219.8083333333334,110.45049885904477,2.1706474136619778
20,668.1666666666667,112.04716691767537,6.209925789934848
21,505.3583333333334,100.42252110215664,4.796892281215695
22,1022.5333333333334,93.33673910506191,2.9674311919950482
23,440.8999999999999,109.72515156698125,4.344814948074491
24,482.2916666666667,102.32003916824195,2.3718205680476165
25,1619.925,235.13029348328268,3.0542882144736163
26,580.8333333333334,72.38516952951888,1.8647275751832517
27,1057.1416666666667,73.65166443585898,2.888888616427496
28,1117.3833333333334,208.7420736554278,8.183463640941877
29,767.0333333333334,110.88715632242891,2.6046046708875403
30,782.2750000000002,157.09967752213313,7.286796396355358
31,702.0749999999998,107.05422345205423,2.144008517450369
32,1364.0500000000002,178.05868030810802,4.711857542868983
33,393.55000000000007,94.10900404925333,5.543962219879601
34,285.0,53.40464153863199,3.762657637884679
35,1149.7333333333331,154.9801064446007,3.4855491246392396
36,643.1416666666667,79.16920490756283,1.5938881731157557
37,616.2166666666666,112.51029528670998,4.905179390842358
38,591.9166666666667,96.69111813733883,7.556629822508675
39,390.5666666666667,93.4974383623004,10.017914534491425
40,932.0166666666667,199.18633434440886,7.351770159683729
41,2153.6333333333328,342.8681431063803,5.866724616373277
42,1187.1416666666667,373.94068611685464,3.588019694059104
43,1527.5083333333337,485.16021862677553,5.863940242041172
44,435.825,118.79156126743987,6.613682898360682
45,360.14166666666677,54.65707173745905,3.401264298280773
46,222.0,27.42654716849424,1.1192982074607818
47,722.825,214.48118559123787,9.104491306408907
48,386.625,39.332287940828856,1.5770549961236218
49,1520.1666666666667,274.51021352162087,2.6982328816643193
50,384.9666666666666,47.48117173929347,2.382325467238202
51,1397.2916666666667,171.3847403990278,1.8393660269051082
52,1506.6249999999995,264.0532562877085,3.749285664530266
53,1010.8666666666666,103.64894464064261,2.2199385045841864
54,1555.6,373.1011577196635,4.447801073252238
55,1056.8249999999998,192.228025141931,4.305391535506763
56,551.0666666666667,64.31621223157717,3.393386402982933
57,1394.85,321.45439117139574,10.223081513033794
58,720.2000000000002,173.66905290980117,4.728668766543439
59,530.5000000000001,88.87942795838813,2.310763924153438
60,967.5083333333336,248.73694521705897,3.8383469203631186
61,461.8166666666667,25.335122517592644,1.0980524391306383
62,576.675,170.10770046844053,2.594425041360675
63,297.925,40.70268332173636,1.4966260891435812
64,1040.225,210.14630492340103,2.814918613915843
65,1101.5583333333334,166.28890280293103,4.2463131883208405
66,707.8999999999999,116.35395529110761,3.2613510308823783
67,736.3083333333334,120.34592959229785,4.100858080191879
68,350.0583333333333,83.80970607042127,1.4164219360661314
69,412.0,63.24751796986466,1.3596393403529414
70,173.0,19.388952778401755,1.323316511640952
71,774.3166666666666,152.3758862765805,2.524155449885034
72,765.3833333333334,105.43793044907923,2.1212211741240985
73,832.0249999999999,189.94923463527465,7.580450071794706
74,363.0,41.423216901476806,1.1221220490796022
75,620.9083333333334,115.37076888546122,1.8297094141121513
76,455.7000000000001,63.3591410464284,3.479137897628404
77,801.4583333333334,183.98316065458204,5.2772580174868216
78,943.625,158.98318214766323,1.9650539511976532
79,447.9666666666667,105.14439175559828,2.287728482428407
80,683.2583333333333,217.1910399946506,5.282972213180633
81,641.475,84.53482920247856,2.9510767228565546
82,524.0,84.3609212320197,2.306260782719085
83,548.1916666666666,93.9097170670227,1.432137837834282
84,703.4083333333332,168.14697206794585,1.3943314643779903
85,568.5583333333333,91.83205018440636,1.8547999063481533
86,450.2083333333333,77.2854825587301,5.688794944624657
87,619.525,91.82808300579796,3.6248979790068523
88,573.6333333333333,132.6874819220808,4.0568695087354545
89,327.06666666666666,138.07062496832935,17.55705433636073
90,470.1833333333333,53.564223971008104,2.706334658236191
91,661.8666666666667,36.37783804827786,1.483688651190673
92,629.4000000000001,82.80141180517549,1.92985388846927
93,712.1916666666666,109.0436884033769,17.91569871920614
94,831.0,24.490248735050237,1.3046547310941814
95,511.9749999999999,62.00775444968608,5.47000658473028
96,329.8916666666666,57.122172858155785,5.981895230043538
97,172.0,41.115715272547924,1.0616834540219529
98,2362.075,84.93519525435315,4.580634451949419
99,577.8500000000001,70.04890807967259,3.036693970295437
100,448.0,123.58066152336794,2.0034151728128493
101,429.4416666666667,110.133078964396,1.554913234406478
102,1224.2000000000003,359.4005148764451,28.033830037632384
103,295.69166666666666,70.54049506643027,5.248561267569736
104,318.0,22.638230395576826,1.6250453673028904
105,1317.4249999999997,193.96110947038173,7.57054634464739
106,839.0916666666668,138.8678340622176,1.662704257171312
107,198.0,37.291007695586906,1.1077195366188939
108,132.0,21.881201764155175,1.0083672774792878
109,393.0,21.527847204712888,1.0161511575466025
110,282.0,46.55110468570432,1.5093494136547645
111,227.0583333333333,68.37092010096772,1.0763676576176846
112,852.3000000000002,185.46632724302154,3.53527056308116
113,778.85,67.7208734405635,3.4368349282136137
114,79.0,4.6739772908695025,1.0124999999999995
115,361.8,49.19987309849592,1.2836516800765163
116,279.2416666666667,52.660946775749764,4.633794741594242
117,596.4000000000001,34.356232990096956,1.1000853601737535
118,489.95,69.48748907543424,1.9441767173839348
119,955.4583333333333,100.08773675210784,5.0153264178678025
120,613.6,57.889469824967044,1.6021518196162454
121,808.5833333333333,106.66902556852047,4.7829263390447965
122,499.1166666666667,138.21997740330062,10.791890545101065
123,1710.4333333333336,266.0617936053815,3.4658914804223135
124,570.1833333333334,49.91442000200193,2.4424289579376013
125,364.6833333333333,45.692765888104375,1.2806742990269186
126,372.0,31.775769806948297,1.0
127,786.075,104.52372238189682,1.8477340706848842
128,511.3583333333333,186.62723329742573,3.147053562477887
129,364.425,38.33719852486353,1.100052673474512
130,547.9083333333333,105.23562892013993,2.5217727960509433
