,tetris_env_now,tetris_tictoc,tetris_avg_completions,tetris_avg_slowdowns
0,689,1.3591179847717285,85.23965254964759,1.975667948996756
1,689,1.2873687744140625,85.23965254964759,1.975667948996756
2,689,1.2830970287322998,85.23965254964759,1.975667948996756
3,689,1.439110279083252,85.23965254964759,1.975667948996756
4,689,1.326183795928955,85.23965254964759,1.975667948996756
5,689,1.2210938930511475,85.23965254964759,1.975667948996756
6,689,1.2763588428497314,85.23965254964759,1.975667948996756
7,689,1.2820701599121094,85.23965254964759,1.975667948996756
8,689,1.6344878673553467,85.23965254964759,1.975667948996756
9,689,1.56787109375,85.23965254964759,1.975667948996756
10,689,1.4511208534240723,85.23965254964759,1.975667948996756
11,689,1.6179912090301514,85.23965254964759,1.975667948996756
12,689,1.9197959899902344,85.23965254964759,1.975667948996756
13,689,1.4558849334716797,85.23965254964759,1.975667948996756
14,689,1.3033363819122314,85.23965254964759,1.975667948996756
15,689,1.4934430122375488,85.23965254964759,1.975667948996756
16,689,1.255924940109253,85.23965254964759,1.975667948996756
17,689,1.1947741508483887,85.23965254964759,1.975667948996756
18,689,1.3242411613464355,85.23965254964759,1.975667948996756
19,689,1.2963390350341797,85.23965254964759,1.975667948996756
20,689,1.4130308628082275,85.23965254964759,1.975667948996756
21,689,1.5881640911102295,85.23965254964759,1.975667948996756
22,689,1.3890409469604492,85.23965254964759,1.975667948996756
23,689,1.322011947631836,85.23965254964759,1.975667948996756
24,689,1.471877098083496,85.23965254964759,1.975667948996756
25,689,1.3317339420318604,85.23965254964759,1.975667948996756
26,689,1.2655541896820068,85.23965254964759,1.975667948996756
27,689,1.340533971786499,85.23965254964759,1.975667948996756
28,689,1.7709028720855713,85.23965254964759,1.975667948996756
29,689,1.7040538787841797,85.23965254964759,1.975667948996756
30,689,1.3546252250671387,85.23965254964759,1.975667948996756
31,689,1.4549930095672607,85.23965254964759,1.975667948996756
32,689,1.5179431438446045,85.23965254964759,1.975667948996756
33,689,1.3076908588409424,85.23965254964759,1.975667948996756
34,689,1.5981941223144531,85.23965254964759,1.975667948996756
35,689,1.5255002975463867,85.23965254964759,1.975667948996756
