Unnamed: 0,reward_avg_completions_avg_makespans,reward_avg_completions_tictoc,reward_avg_completions_avg_completions,reward_avg_completions_avg_slowdowns,reward_avg_completions_total_rewards,reward_avg_completions_avg_rewards
89,616.4166666666666,6.859737873077393,187.72441957473708,4.4269810989817655,-18637,-3.8538047973531846
90,617.6666666666666,6.881808042526245,186.5926991446296,4.3916609255744525,-18795,-3.885672937771346
91,618.0,7.293880224227905,187.9860683202569,4.42599929304444,0,0.0
92,617.6666666666666,6.7966041564941415,185.2369643776045,4.3345258536287234,-18399,-3.801446280991736
93,617.8333333333334,6.83900785446167,185.444849682264,4.290713734329777,0,0.0
94,619.75,6.788351058959961,184.08911491523892,4.299482106474229,-18480,-3.815816642576915
95,618.6666666666666,7.290215015411378,184.5505844492891,4.301301311225156,0,0.0
96,618.5,7.437242031097412,185.23427620556149,4.4197561868067385,-18378,-3.7986771393137664
97,616.9166666666666,6.787214756011963,184.45918659982672,4.402842174497262,-19069,-3.9415047540305914
98,618.4166666666666,6.943717002868652,182.54610416255082,4.3474978338755825,0,0.0
99,618.4166666666666,7.05255389213562,181.50488552455792,4.3137300967559,-18441,-3.811699049193882
100,619.5833333333334,7.0749380588531485,182.2459249510812,4.32709646728846,-18356,-3.7933457325893776
101,618.9166666666666,7.3510499000549325,183.05416867867973,4.3582717075646915,-18268,-3.7751601570572433
102,618.0,6.919106960296631,183.88839806936082,4.323755581549822,-18448,-3.81314592806945
103,619.1666666666666,6.955493927001952,184.08284251380528,4.3819664589691,-18448,-3.8068510111432117
104,620.6666666666666,7.0531041622161865,184.0568568507228,4.35076328482566,-18207,-3.7617768595041317
105,618.25,7.034075975418091,182.29700021989845,4.27897860171041,-18306,-3.78457721728344
106,619.25,7.010280847549439,183.91976007652931,4.365268322701723,-18950,-3.9144804792398262
107,618.6666666666666,6.970863103866577,183.4161758471386,4.373978596032217,-18803,-3.88732685548894
108,621.0,7.8480048179626465,181.89287835609917,4.278539815083279,-17856,-3.683928203012172
109,619.25,7.0527307987213135,182.93499305143962,4.333863717531013,-18057,-3.732327408019843
110,621.6666666666666,7.712375164031982,182.59807548871558,4.355369765081405,-18339,-3.786702457154656
111,620.6666666666666,7.780367136001588,180.05506473602745,4.336776164265508,-18493,-3.8185009291761305
112,623.3333333333334,7.9790587425231925,174.41976007652931,4.264668782292067,-18729,-3.8632425742574257
113,619.8333333333334,7.962527990341186,174.17513642061525,4.248284827902392,0,0.0
114,623.3333333333334,7.776468992233276,169.65721527366188,4.149663387966108,0,0.0
115,622.5833333333334,7.9252610206604,165.72441957473714,4.037354830007806,-18744,-3.8711276332094178
116,620.25,7.769233703613281,166.0174303274253,4.033325437505559,0,0.0
117,623.0833333333334,7.385728120803832,164.02907907294502,3.9996909531874865,-18975,-3.9196447015079534
118,621.4166666666666,7.313148975372314,168.13212566792708,4.115439352640024,-19139,-3.952705493597687
119,621.0,7.955930233001709,170.53445541703104,4.1894609936703535,-19203,-3.9626496079240607
120,621.3333333333334,7.648776054382324,171.17872065000597,4.1391756573515766,0,0.0
121,619.9166666666666,7.94740891456604,173.79789627724608,4.234448129444152,-19050,-3.9367637941723497
122,619.5,7.4660868644714355,171.51474215538232,4.178162603353538,-18750,-3.87396694214876
123,621.4166666666666,7.156675815582275,173.88391778262246,4.265572187561477,-18726,-3.8666116043774514
124,621.4166666666666,7.7933809757232675,173.11510057832137,4.204364515218937,-18888,-3.904092600248037
125,621.25,7.726952075958253,175.27639090090202,4.258609922967587,-18944,-3.914049586776859
126,621.1666666666666,7.35702109336853,172.46277082921745,4.189409820233719,-18959,-3.9171487603305786
127,620.5,7.011598110198975,176.09538731667263,4.289217214977889,0,0.0
128,620.75,7.779752016067505,172.35076366075862,4.181328323355058,-18853,-3.895247933884298
129,620.5,7.306885719299316,173.41348767509555,4.218434779636625,-18797,-3.883677685950413
130,620.9166666666666,7.129831314086914,173.18768122348266,4.220398496169768,-18632,-3.8511781727986767
131,621.0833333333334,7.310393810272218,175.4081113310095,4.289356162892193,-18730,-3.870634428600951
132,622.8333333333334,7.1531851291656485,174.42065613387692,4.246379662083621,-18712,-3.86691465178756
133,621.0833333333334,7.455209016799928,172.9242403632676,4.184201876318891,-18862,-3.897107438016529
134,620.9166666666666,7.1992347240448,173.3194016535902,4.232996905604449,0,0.0
135,621.4166666666666,7.767893075942992,174.41617584713856,4.217504691380788,-18835,-3.8923331266790657
136,620.1666666666666,8.124551773071289,172.97441957473714,4.195597937613936,-18761,-3.87704071089068
137,620.4166666666666,7.863319158554077,172.1518389295759,4.195755866816153,-19161,-3.959702417854929
138,621.5,7.171733379364014,171.27549484355438,4.15423636976866,-18959,-3.9171487603305786
139,621.25,7.343967914581299,170.44126545287338,4.1284727108340284,-18818,-3.888820004133085
140,624.8333333333334,7.892750024795532,171.57388194032853,4.146436953293174,-18653,-3.852333746385791
141,622.75,8.985545873641966,171.85345183280162,4.137172175930331,-18683,-3.8593265854162366
142,624.9166666666666,8.683438777923584,168.5810503991099,4.05792483385142,-18873,-3.894552208006604
143,623.4166666666666,7.425610065460205,175.49861312312424,4.243603716297103,-18749,-3.8697626418988653
144,625.1666666666666,8.097187757492065,167.30148050663678,4.007867250681339,-18722,-3.865785670039232
145,623.25,8.228823900222777,166.08642674319591,4.00560991362184,-18693,-3.859797646087136
146,624.5,7.3556978702545175,166.852555775454,4.050319756397341,-18901,-3.9035522511358933
147,626.1666666666666,7.704423189163207,165.17513642061527,4.060694964919566,-19096,-3.938943894389439
148,626.4166666666666,9.038156986236572,168.13481383997012,4.101191610908082,-18980,-3.9190584348544286
149,623.9166666666666,7.524198293685912,163.25398946721032,3.9420733184440837,-19084,-3.937280792242624
150,627.3333333333334,7.721602916717528,164.7495091804719,3.972537991335592,-19093,-3.9407636738906087
151,626.3333333333334,8.472270011901855,164.35703606219238,4.006222665190916,-18982,-3.9130076272933416
152,626.25,7.53087592124939,168.2781830155974,4.099743881353526,-18951,-3.9106479570780026
153,627.5,7.571417808532715,168.09269914462962,4.091608753621184,-19040,-3.925773195876289
154,626.5833333333334,8.538648128509521,168.46635505860814,4.098229304032313,-18684,-3.853165601154877
155,626.5833333333334,8.63316011428833,165.59449125932497,3.9780702963535752,-18882,-3.8972136222910216
156,627.75,7.442116975784303,170.7288998614755,4.126108679096702,-18626,-3.838829348722177
157,628.5833333333334,7.448423862457275,169.6204769224074,4.122629013206891,-18991,-3.918902187371028
158,629.0833333333334,7.57839822769165,166.40363104427118,4.006027063177016,0,0.0
159,629.6666666666666,8.1839439868927,163.5989715460633,3.971875368958608,-19113,-3.9424504950495045
160,628.5,7.60208797454834,166.7844554170311,4.034421719380059,-18512,-3.8192696513307203
161,626.9166666666666,8.469773769378662,165.41617584713856,4.041357670911781,-18870,-3.8955408753096616
162,629.75,8.109485864639282,163.59001097258658,3.962349150642345,0,0.0
163,627.4166666666666,8.258166074752808,163.35972423423541,3.983504000675547,-19065,-3.934172513413124
164,627.0,7.5346429347991934,163.41976007652926,3.9585734512556097,-18834,-3.88570249638952
165,627.8333333333334,8.294869899749756,161.88302172527474,3.9612556969377497,0,0.0
166,626.4166666666666,7.3315112590789795,167.98158803351848,4.0246073234004855,-18645,-3.8435374149659856
167,626.4166666666666,7.6594998836517325,168.69484968226402,4.0799513426851615,0,0.0
168,628.6666666666666,7.508407115936278,161.9179679618339,3.916799307238077,-18946,-3.9096161782913743
169,629.1666666666666,7.541445732116699,155.8686848077121,3.722528187752998,-19323,-3.984123711340206
170,629.5833333333334,7.500944137573242,148.87854143853642,3.546503543822759,-19136,-3.9480090777800703
171,631.0833333333334,7.645563840866089,147.1204769224074,3.51653305261004,-19501,-4.023313389725604
172,628.1666666666666,7.5102179050445566,149.61599663566906,3.5779990485245334,-19311,-3.984113884877244
173,629.75,8.408833026885986,152.9815880335185,3.665517294273856,-19314,-3.978986402966625
174,628.5833333333334,7.582125902175902,153.1330217252748,3.655706623591776,-18936,-3.9043298969072167
175,628.1666666666666,8.337644100189209,147.3346346285006,3.522505291345392,-19307,-3.983288632143594
176,627.6666666666666,8.349668979644775,143.15811133100956,3.3898576259555995,0,0.0
177,628.1666666666666,8.082235336303711,147.73696437760455,3.5357698821252708,-19278,-3.9773055498246337
178,630.1666666666666,8.926245927810667,152.03893570376943,3.62963593822867,0,0.0
179,628.5,9.015333890914915,145.76474215538232,3.4868047645068128,-19421,-4.007635163021049
180,629.1666666666666,8.662640810012817,143.7889357037694,3.4305153781427644,-19223,-3.9651402640264033
