,job_no,task_no,task_inst_num_mean,task_inst_cpu_mean,task_inst_cpu_std,task_memory_mean,task_memory_std,task_inst_duration_mean,task_inst_duration_std
0,10,93,45.376344086021504,0.5264810426540284,0.10018140357202873,0.009175121384696406,0.002757219144923028,74.68815165876777,45.40343044250821
1,10,78,34.37179487179487,0.6578515479298769,0.2226348816603532,0.008796265101353104,0.004304789549143287,46.3834390152928,41.09469394877625
2,10,64,77.796875,0.5017272544687688,0.012355983883616587,0.010686395557741967,0.00328404158023111,97.05422775657763,68.90151911919476
3,10,57,71.63157894736842,0.5630663727651237,0.16599945484492504,0.008614705122886932,0.0036114448255751,86.61278471711977,41.64435412933453
4,10,58,94.63793103448276,0.6404627436691565,0.22472558705121023,0.006932868096398275,0.0031820857733362742,75.03263609671775,95.0472167355359
5,10,35,93.51428571428572,0.6119767797128017,0.20844565397616602,0.010119269354352424,0.004397479729181859,108.47435993375676,156.02777642969738
6,10,58,24.379310344827587,0.5986562942008486,0.19898513189426975,0.012424629389733608,0.004564011560929493,75.52121640735503,57.835997177803954
7,10,67,47.507462686567166,0.6613257932767829,0.17805208897342778,0.00965740922381157,0.003133842303618469,84.51586553565818,55.37890897471426
8,10,42,53.11904761904762,0.6588973554459884,0.19452488694892198,0.011056098555401116,0.0039973186604342695,120.69161810847153,96.40131724001964
9,10,76,49.55263157894737,0.6373207647371215,0.09059909547537034,0.010516240638532412,0.003876320701248129,142.29553903345726,156.88701786523325
10,10,73,71.12328767123287,0.7989984591679506,0.22960523836138394,0.007785864268861374,0.002939350777418254,68.81741140215716,38.43417125780214
11,10,353,15.422096317280452,0.7001285819250551,0.24497518580295854,0.008284484300948167,0.0035174583526252027,89.11128744254395,72.70326167943153
12,10,46,47.34782608695652,0.6262626262626263,0.21723043603642997,0.00823095781339205,0.003237779119201511,53.89531680440771,47.710030753076026
13,10,70,38.8,0.6575846833578792,0.23229164696548293,0.007869665631498433,0.003187826068854902,95.36561119293077,88.98162686139807
14,10,68,80.11764705882354,0.7032488986784141,0.22566490696917582,0.009013907483551397,0.003828424922207079,132.9976438815186,171.98562179409643
15,10,68,34.86764705882353,0.5305778152678194,0.11980778291645683,0.007955255504701081,0.0029328745275160086,164.6015093089113,144.1049902880479
16,10,60,55.18333333333333,0.7272727272727273,0.24896479886598458,0.008926829142827155,0.004455502558771241,117.25323758249093,106.52685559607905
17,10,43,15.418604651162791,0.5844645550527904,0.18734464621688374,0.009796273311616033,0.004516580907851319,111.24585218702866,86.47415535575026
18,10,44,16.40909090909091,0.7742382271468145,0.24882224246393128,0.008421101389286341,0.004119283771687618,89.67451523545708,81.51095420257852
19,10,75,22.36,0.5134168157423972,0.08079849581850601,0.010428684119991524,0.004203577668629816,131.12878022199436,69.31390902950716
20,10,106,38.04716981132076,0.5990577733697,0.19928984976633193,0.00890746621607983,0.0037786605154869085,94.44136418029515,93.16232316309284
21,10,52,50.59615384615385,0.6827822120866591,0.20021371535401675,0.009390154048629392,0.0036547317679349713,144.08361839604714,150.0305363823014
22,10,51,137.01960784313727,0.6413136805953062,0.22513836628673684,0.009763359431348238,0.005358167029821694,36.43023755008585,64.67232478076905
23,10,43,100.86046511627907,0.8005533779109983,0.2448353650553526,0.00722193530184104,0.0037098145996803346,57.975097994005075,86.1057029235859
24,10,89,33.19101123595506,0.6430264048747462,0.22595718609059162,0.008205679608403236,0.0028828853216011033,57.367298578199055,49.032412316033664
25,10,52,73.28846153846153,0.8396746260823931,0.2333633678129089,0.006997214290641939,0.0020162107021531634,39.897402256625554,21.231585044388407
26,10,43,90.23255813953489,0.6091494845360824,0.20654571477895334,0.008838190788762666,0.004303403200713002,88.93236810187992,57.554210325223146
27,10,37,49.891891891891895,0.7816901408450704,0.24798333607970433,0.008401904871463299,0.004175671322722395,65.4691224268689,64.07032508519532
28,10,39,117.82051282051282,0.6182807399347117,0.19714469857263675,0.010866416362428655,0.003589575866200597,159.2461371055495,155.87269138974662
29,10,38,50.63157894736842,0.7068607068607069,0.24624987591355682,0.006064192855278198,0.002355023862045279,43.289027695277696,23.750021384881524
30,10,55,46.10909090909091,0.7285094637223974,0.24907460097428852,0.009330535074009154,0.004717699552057582,44.4794952681388,29.05587852701409
31,10,87,40.758620689655174,0.7700225606316977,0.2491969042057906,0.007142828674169875,0.0028709647613540256,53.938804286520025,49.60312601665413
32,10,68,76.38235294117646,0.5819214478244128,0.185066475350233,0.012236097990368794,0.00468109489739237,12.924143242202542,17.51272369073938
33,10,52,111.6923076923077,0.6175964187327824,0.2120596417699872,0.0070406236435984915,0.0021960156482199564,74.34022038567493,60.22934578306775
