,random_env_now,random_tictoc,random_avg_completions,random_avg_slowdowns,first_fit_env_now,first_fit_tictoc,first_fit_avg_completions,first_fit_avg_slowdowns,tetris_env_now,tetris_tictoc,tetris_avg_completions,tetris_avg_slowdowns
0,641,0.4356369972229004,138.22889986147553,3.1337322343504233,680,0.4987766742706299,62.05685685072286,1.4292964198242561,689,1.2757229804992676,85.23965254964759,1.975667948996756
