,RAS_MyRAS_Signal_avg_makespans,RAS_MyRAS_Signal_avg_completions,RAS_MyRAS_Signal_avg_slowdowns,RAS_MyRAS_Signal_global_step,RAS_MyRAS_Signal_tictoc
72,465.4166666666667,68.52166743915255,2.5354710228434185,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.820955276489258
73,462.5,68.23378865127378,2.5968703755294094,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",9.390125751495361
74,459.5833333333333,68.1302532977384,2.4362708769918817,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.805222034454346
75,458.6666666666667,68.21863713612225,2.543505777956098,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.040179014205933
76,467.4166666666667,68.15045531794044,2.68675810797953,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.020884990692139
77,467.0,68.25525329773842,2.91234365001177,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.005069732666016
78,457.5,68.43959673208185,2.66993513757366,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.100186109542847
79,459.0,68.37899067147579,2.6113883166788674,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",4.311898708343506
80,680.0,80.4600039804568,1.9889173836583292,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",5.691022157669067
81,680.0,80.52135149818729,1.9830730352175772,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.279706001281738
82,680.0,80.6795075265561,1.9692905938340497,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.230108022689819
83,680.0,80.54085504428659,1.964025363550081,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",5.906274080276489
84,680.0,80.53589050527948,1.9630364450997462,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.534817218780518
85,680.0,80.43021674641425,1.9444788840299532,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.114124059677124
86,680.0,80.36425929960573,1.942330357994661,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",5.809983968734741
87,680.0,80.4649685194639,1.9665749937455923,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.515750169754028
88,680.0,80.5727699379036,1.9694554188984432,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",5.849863052368164
89,680.0,80.50645788116601,1.9589900838733694,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",5.993380308151245
90,771.4166666666666,220.61627873074758,4.325067240384918,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.925694942474365
91,770.3333333333334,221.1420723815412,4.365336098677287,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.814267873764038
92,772.5833333333334,220.83850095296975,4.296331434745668,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",7.044366121292114
93,773.5,221.34246920693803,4.363323867048613,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.784616947174072
94,769.5,222.4119136513825,4.346620742222942,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.527420997619629
95,770.75,220.5567549212237,4.24795325409387,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",7.338051080703735
96,775.5833333333334,222.17580254027135,4.266306487379137,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.404399871826172
97,770.3333333333334,220.60040571487454,4.29147481993865,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",7.14853310585022
98,769.5,222.38215174662056,4.408399351059471,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",11.116089105606079
99,772.5833333333334,221.8920723815412,4.355051417686825,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=5040>",6.461854934692383
