,RAC_avg_makespans,RAC_avg_completions,RAC_avg_slowdowns,RAC_global_step,RAC_tictoc
39,625.25,214.96614749991124,3.3353303517434814,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",4.438896179199219
40,864.25,145.02097391089973,1.7064268945043042,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.7571640014648438
41,863.75,144.4055892955151,1.7000120384849151,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",4.061862945556641
42,859.1666666666666,144.99020468013046,1.7012301449235157,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",4.116549253463745
43,867.1666666666666,144.78123032115613,1.6996297717461644,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",4.133468866348267
44,862.5,145.28635852628432,1.7097180201692666,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.7648000717163086
45,861.5833333333334,144.39789698782278,1.683072578349176,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.830018997192383
46,875.8333333333334,144.3055892955151,1.6853649262494506,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",4.0221171379089355
47,874.5,145.3863585262843,1.7054150444479248,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",4.079267740249634
48,863.6666666666666,145.4004610903869,1.709578181034609,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.7712950706481934
49,861.75,145.54533288525872,1.7196729176246277,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.748656988143921
50,603.5,81.7757978823138,1.202260267149463,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.8792698383331299
51,610.1666666666666,81.40951881254635,1.19750023465584,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.8777868747711182
52,607.8333333333334,81.85913121564714,1.2020241193310932,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.0241951942443848
53,603.3333333333334,81.42696067301148,1.1996903357229962,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.2543370723724365
54,604.9166666666666,81.40758082805023,1.1980177147643731,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.841069221496582
55,606.5,81.5180459443293,1.1993230021668855,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.9021031856536865
56,602.3333333333334,81.64013896758512,1.2012947867072807,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.8419649600982666
57,599.1666666666666,81.49672811487194,1.200111659233307,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.8941786289215088
58,603.0833333333334,81.64595292107349,1.2013209833913376,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.8214387893676758
59,600.0833333333334,81.58781338618975,1.2010196436156944,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.8625187873840332
60,582.8333333333334,87.04045860708412,2.229408866028914,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.956555128097534
61,585.25,88.79045860708412,2.4863024308690123,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.259876251220703
62,582.75,87.58119934782485,2.2227039275314326,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.7725820541381836
63,585.25,87.96082897745447,2.3809730231508452,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.841825246810913
64,588.5833333333334,88.35712527375078,2.403764750022113,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.8475630283355713
65,587.5833333333334,88.91823638486188,2.3903073991856334,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.9178507328033447
66,582.6666666666666,88.33119934782485,2.3402008020167733,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.2714951038360596
67,591.1666666666666,88.32934749597298,2.163705081292774,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.279218912124634
68,583.75,88.16268082930632,2.365832587207773,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.8235630989074707
69,586.5,88.17194008856558,2.262350612661118,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.7895820140838623
70,296.0,49.65960734718831,2.146999029598056,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.9770560264587402
71,296.0,49.7544349333952,2.165469319452948,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.9500648975372314
72,296.0,49.85500964603887,2.1777791857049666,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.9545350074768066
73,296.0,49.88853455025344,2.226623594796583,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.7858250141143799
74,296.0,49.7956226728588,2.161998698635395,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.3680331707000732
75,296.0,49.94792152343351,2.211133403976024,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.378753185272217
76,296.0,49.767844895081026,2.1673510878686533,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.9696550369262695
77,296.0,50.15864949278218,2.2113821956313804,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.9604198932647705
78,296.0,49.635660987035045,2.1741275442085084,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",1.933356761932373
79,296.0,50.0264655847362,2.2034439853824925,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.456702947616577
80,768.8333333333334,72.04137331307035,1.2776804003155888,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.8693230152130127
81,763.75,71.96681190956159,1.2797458345111792,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.3319931030273438
82,767.0,71.97339085693001,1.2617693051675298,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.2909679412841797
83,755.5833333333334,71.7672505060528,1.2699437861233085,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.9445650577545166
84,742.25,71.30891717271949,1.254585360844359,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.2498161792755127
85,763.25,71.83303997973702,1.2337914153020686,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.7067229747772217
86,753.6666666666666,71.5654961200879,1.226428700194005,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.2232019901275635
87,755.5,71.5874259446493,1.2332450078506922,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.7750797271728516
88,751.8333333333334,71.46900489201772,1.2186450132965638,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",2.8288228511810303
89,746.25,71.32426804991245,1.2348287070012953,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.149080753326416
90,629.8333333333334,118.02297930751605,2.624286233882661,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.4387929439544678
91,629.5,118.2831833891487,2.591118443245263,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.776642084121704
92,622.3333333333334,117.73726502180178,2.5605158804335892,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.8577542304992676
93,621.9166666666666,118.94474801499905,2.637985614761334,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.299698829650879
94,621.8333333333334,119.07740107622355,2.6616905263190134,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.2906479835510254
95,621.5833333333334,119.02297930751608,2.6672188833887467,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.332444906234741
96,625.75,117.12842148438682,2.54043093560551,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.9035041332244873
97,626.8333333333334,117.5314827088766,2.5717035117797096,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.3131630420684814
98,622.5833333333334,117.85631264084941,2.609835081736586,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.3086628913879395
99,624.3333333333334,117.97876162044123,2.589757295907748,"<tf.Variable 'global_step:0' shape=() dtype=int64, numpy=3720>",3.310029983520508
